,UANUM,UANAME,Population,Latitude,Longitude,4 Week Rate,4 Week TRP,CPP,CPM,AdvertisingCost,PredictedCount,ActualCount,PredictedActualDiff,PercentDiff,Households,HouseholdsPerStation
2260,61273,"Nashville-Davidson, TN",969587,36.2775,-85.105,1860.0,840.0,2.6,3.6,3490.5132,45.0,130,-85.0,-0.648854962,382698,8504.4
2268,61408,"Nebraska City, NE",7066,40.6766667,-95.8588889,900.0,200.0,5.0,6.0,42.396,1.52,3,-1.48,-0.37,2952,1942.1052631578948
2270,61462,"Needville, TX",2844,29.3991667,-95.8375,1691.6666666667002,444.4444444444,4.1111111111000005,10.222222222200001,29.0719999999368,0.64,1,-0.36,-0.18,1076,1681.25
2280,61786,"New Bedford, MA",149443,42.49055560000001,-71.2766667,3750.0,600.0,6.0,3.0,448.32900000000006,6.8,2,4.8,1.6,58791,8645.735294117647
2281,61840,"New Bern, NC",50503,35.1083333,-77.0444444,4021.090909090901,690.9090909091002,6.0909090909,5.3636363636,270.87972727089084,1.34,2,-0.66,-0.22,20483,15285.820895522387
2285,62110,"New Castle, CO",5449,39.5727778,-107.5358333,1550.0,400.0,4.0,7.5,40.8675,1.44,2,-0.56,-0.18666666699999998,1620,1125.0
2292,62407,"New Haven, CT",562839,41.3080556,-72.9286111,11742.5,200.0,59.0,8.25,4643.42175,41.74,40,1.74,0.042439024000000006,215905,5172.616195495927
2296,62515,"New London, WI",7643,43.0477778,-89.0127778,2050.0,400.0,6.0,6.833333333300001,52.227166666411904,0.32,1,-0.68,-0.34,3230,10093.75
2299,62677,"New Orleans, LA",899703,29.9544444,-90.075,20000.0,200.0,100.0,7.0,6297.921,19.54,16,3.54,0.208235294,360290,18438.587512794267
2300,62731,"New Philadelphia--Dover, OH",46366,40.5205556,-81.4741667,2375.0,300.0,8.5,4.0,185.464,1.5,2,-0.5,-0.166666667,19071,12714.0
2301,62947,"New Prague, MN",7850,44.5433333,-93.5758333,94235.5,156.25,158.125,4.489375,35.24159375,0.8,1,-0.2,-0.1,2898,3622.5
2308,63217,"New York--Newark, NY--NJ--CT",18351295,43.0466667,-77.0955556,35908.3333333333,733.3333333333002,51.0,5.833333333300001,107049.22083272162,491.7,402,89.7,0.222580645,6646283,13516.947325605044
2312,61813,"Newberg, OR",27001,45.3002778,-122.9719444,600.0,200.0,3.0,4.0,108.004,3.32,5,-1.68,-0.28,9227,2779.2168674698796
2319,62758,"Newport, AR",6288,35.6047222,-91.2816667,1350.0,500.0,3.0,4.5,28.296,0.7,1,-0.3,-0.15,2497,3567.1428571428573
2321,62839,"Newport, OR",11188,44.6369444,-124.0522222,600.0,200.0,3.0,4.0,44.752,1.6,2,-0.4,-0.133333333,5119,3199.375
2328,63109,"Newton, KS",20654,38.0466667,-97.3447222,20320.6875,156.25,33.5,3.68875,76.1874425,1.16,1,0.16,0.08,8232,7096.551724137931
2330,63137,"Newton, NJ",11941,41.0580556,-74.7530556,300105.0,156.25,494.375,9.6025,114.66345249999999,1.08,1,0.08,0.04,4819,4462.0370370370365
2339,63433,"Norman, OK",103898,35.2225,-97.4391667,7400.0,533.3333333333001,14.333333333299999,19.3333333333,2008.6946666632034,8.36,3,5.36,1.34,40960,4899.521531100479
2340,63447,"Norris, TN",3005,36.19555560000001,-84.0680556,14222.5,533.3333333333001,28.6666666667,2.3333333333,7.011666666566501,0.78,1,-0.22,-0.11,1089,1396.1538461538462
2341,63460,"North Adams, MA--VT",18470,42.6241667,-73.1180556,5652.9,380.0,15.6,5.9,108.973,1.34,3,-1.66,-0.415,7223,5390.298507462686
2344,63568,"North Brookfield, MA",7194,42.21388889999999,-72.1027778,26710.0,550.0,49.4375,9.1875,66.094875,0.2,1,-0.8,-0.4,2901,14505.0
2345,63579,"North Conway, NH",4685,43.9791667,-71.1208333,2300.0,200.0,12.0,4.0,18.74,0.86,1,-0.14,-0.07,2023,2352.3255813953488
2350,63838,"North Port--Port Charlotte, FL",169541,26.9758333,-82.0908333,4860.0,300.0,16.0,9.0,1525.869,4.02,3,1.02,0.255,72187,17956.965174129356
2353,63892,"North Webster, IN",3662,39.9033333,-84.9452778,1266.6666666667,433.3333333333,3.3333333333,3.8333333333,14.0376666665446,0.16,2,-1.84,-0.6133333329999999,1805,11281.25
2354,63946,"North Wilkesboro--Wilkesboro, NC",18264,36.1458333,-81.1608333,908.3333333333001,400.0,2.0,12.0,219.168,0.2,3,-2.8,-0.7,7064,35320.0
2356,63676,"Northfield, MN",21535,44.4583333,-93.1613889,22930.0,200.0,114.6666666667,4.6666666667,100.4966666673845,1.16,1,0.16,0.08,6837,5893.9655172413795
2361,64135,"Norwich--New London, CT--RI",209190,41.424024,-71.861409,3830.0,466.6666666667,8.3333333333,4.0,836.76,15.04,15,0.04,0.0025,83095,5524.933510638298
2367,64351,"Oak Harbor, OH",2794,41.8877778,-80.8155556,7168.75,750.0,11.25,11.25,31.4325,0.64,1,-0.36,-0.18,1123,1754.6875
2368,64378,"Oak Harbor, WA",33004,48.2933333,-122.6419444,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,211.77566666776676,1.66,1,0.66,0.33,13084,7881.9277108433735
2371,64432,"Oakhurst, CA",2913,37.328055600000006,-119.6483333,8432.0,800.0,10.833333333299999,8.0,23.304,0.12,2,-1.88,-0.6266666670000001,973,8108.333333333334
2375,64550,"Oberlin, OH",7966,41.2938889,-82.2175,110788.5625,156.25,182.25,6.158125,49.05562375,1.06,1,0.06,0.03,2507,2365.094339622641
2377,64567,"Ocala, FL",156909,29.186944399999994,-82.14027779999998,6266.666666666701,633.3333333333001,10.6666666667,3.6666666667,575.3330000052302,4.24,3,1.24,0.31,65549,15459.669811320753
2385,64756,"Oconto, WI",4273,44.8872222,-87.8644444,675.0,200.0,3.0,6.0,25.637999999999998,0.68,1,-0.32,-0.16,1814,2667.6470588235293
2388,64864,"Odessa, TX",126405,31.845555600000004,-102.3672222,1611.4285714285998,342.8571428571,4.8571428571,11.142857142899999,1408.5128571482744,7.24,2,5.24,1.746666667,46828,6467.955801104972
2390,64918,"Ogallala, NE",4424,41.1280556,-101.7191667,1064.6666666667,466.6666666667,2.6666666667,9.0,39.816,0.56,1,-0.44,-0.22,1974,3524.9999999999995
2391,64945,"Ogden--Layton, UT",546026,41.0602778,-111.9702778,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999,3640.1733333515335,18.18,9,9.18,0.9179999999999999,177522,9764.686468646865
2392,64972,"Ogdensburg, NY",11344,44.6941667,-75.4866667,500.0,400.0,1.0,1.0,11.344,0.24,1,-0.76,-0.38,4237,17654.166666666668
2396,65080,"Oklahoma City, OK",861505,35.4675,-97.5161111,7400.0,533.3333333333001,14.333333333299999,19.3333333333,16655.763333304618,15.72,14,1.72,0.11466666699999999,338401,21526.78117048346
2398,65161,"Olean, NY",22324,42.0775,-78.43,6520.0,880.0,7.6,21.6,482.19840000000005,1.0,1,0.0,0.0,8833,8833.0
2401,65242,"Olympia--Lacey, WA",176617,47.0344444,-122.8219444,151865.05,142.5,261.0,6.6745,1178.8301665,27.4,41,-13.6,-0.32380952399999996,72700,2653.284671532847
2402,65269,"Omaha, NE--IA",725008,41.2586111,-95.9375,900.0,200.0,5.0,6.0,4350.048000000001,13.9,10,3.9,0.354545455,283923,20426.11510791367
2403,65296,"Omak, WA",8229,48.41111110000001,-119.5263889,2668.75,825.0,3.0,3.375,27.772875,0.52,1,-0.48,-0.24,3202,6157.692307692308
2410,65512,"Oneonta, NY",17229,42.4527778,-75.0641667,2875.0,600.0,5.5,10.5,180.90449999999998,2.68,3,-0.32,-0.08,5666,2114.179104477612
2413,65593,"Opelousas, LA",25534,30.5333333,-92.0813889,17577.058823529398,870.5882352941002,20.1176470588,5.1176470588,130.6739999993992,0.66,2,-1.34,-0.446666667,9149,13862.121212121212
2418,65701,"Orangeburg, SC",33506,33.4916667,-80.8558333,77550.0,840.0,93.8,5.0,167.53,2.18,2,0.18,0.06,12339,5660.091743119266
2423,65863,"Orlando, FL",1510516,28.538055600000003,-81.3794444,92097.1875,156.25,152.6875,4.960625,7493.103432500001,105.28,127,-21.72,-0.1696875,547111,5196.723024316109
2437,66160,"Oshkosh, WI",74495,44.0247222,-88.5425,1696.4285714285998,457.1428571429,4.1428571429000005,2.2857142857,170.27428571322153,2.02,6,-3.98,-0.568571429,29256,14483.168316831683
2442,66276,"Otisville, NY",4207,41.4733333,-74.5388889,300105.0,156.25,494.375,9.6025,40.39771749999999,0.8,1,-0.2,-0.1,938,1172.5
2443,66285,"Otsego--Plainwell, MI",11740,42.44,-85.6488889,18370.0,440.0,45.0,5.2,61.048,0.86,1,-0.14,-0.07,4571,5315.116279069767
2448,66430,"Owatonna, MN",25394,44.0838889,-93.2258333,22930.0,200.0,114.6666666667,4.6666666667,118.5053333341798,0.82,1,-0.18,-0.09,10161,12391.463414634147
2450,66484,"Owensboro, KY",70543,37.7741667,-87.1133333,14847.1904761905,1000.0,16.1428571429,5.1904761905,366.15176190644155,1.46,1,0.46,0.23,28185,19304.794520547945
2453,66565,"Oxford, MS",25768,34.3663889,-89.5191667,4020.0,720.0,5.8,9.8,252.52640000000002,0.94,1,-0.06,-0.03,8047,8560.638297872341
2456,66673,"Oxnard, CA",367260,34.1975,-119.1761111,255338.125,156.25,417.2083333333,3.0004166667,1101.933025012242,22.22,24,-1.78,-0.0712,112934,5082.5382538253825
2464,66835,"Pageland, SC",4100,34.773055600000006,-80.3919444,1350.0,300.0,5.0,7.0,28.699999999999996,0.64,1,-0.36,-0.18,1430,2234.375
2470,67051,"Palatka, FL",23982,29.6483333,-81.6377778,2250.0,400.0,6.0,8.0,191.856,1.52,2,-0.48,-0.16,8759,5762.5
2472,67105,"Palm Bay--Melbourne, FL",452791,28.0833333,-80.6083333,23625.0,250.0,90.25,3.0,1358.373,16.76,19,-2.24,-0.11199999999999999,182519,10890.155131264915
2473,67134,"Palm Coast--Daytona Beach--Port Orange, FL",349064,30.2275,-85.025,9822.25,1100.0,9.925,6.0,2094.384,7.42,7,0.42,0.0525,144651,19494.743935309973
2476,67231,"Paloma Creek South--Paloma Creek, TX",5234,33.213145000000004,-96.940289,78975.0,145.8333333333,136.9444444444,2.5005555556,13.0879077780104,0.84,1,-0.16,-0.08,2137,2544.0476190476193
2480,67294,"Panama City, FL",143280,30.1586111,-85.66027779999997,9822.25,1100.0,9.925,6.0,859.6800000000001,6.44,7,-0.56,-0.07,58155,9030.27950310559
2488,67537,"Paris, TN",10642,36.3019444,-88.3266667,1706.25,300.0,5.5,11.5,122.383,1.28,2,-0.72,-0.24,4482,3501.5625
2490,67618,"Park City, UT",13352,40.64611110000001,-111.4972222,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999,89.01333333377839,4.74,1,3.74,1.87,5112,1078.4810126582279
2491,67726,"Park Rapids, MN",3398,46.9222222,-95.0583333,1761.25,300.0,6.0,13.0,44.174,0.62,1,-0.38,-0.19,1602,2583.8709677419356
2496,67780,"Parsons, KS",10298,37.3402778,-95.2608333,895.8,360.0,3.2,6.2,63.8476,0.26,1,-0.74,-0.37,4170,16038.461538461537
2497,67807,"Pascagoula, MS",50428,30.365555600000004,-88.5561111,54440.5555555556,911.1111111111001,60.7777777778,5.4444444444,274.5524444422032,1.78,2,-0.22,-0.073333333,18886,10610.112359550561
2498,67861,"Patterson, CA",20781,37.4716667,-121.1286111,10606.25,500.0,23.5,5.0,103.905,0.74,2,-1.26,-0.42,5910,7986.486486486487
2505,67996,"Pawleys Island, SC",11532,33.4330556,-79.1216667,966.6666666666999,300.0,3.6666666667,1.3333333333,15.3759999996156,2.16,2,0.16,0.053333333,4977,2304.1666666666665
2521,68482,"Pensacola, FL--AL",340067,30.421111100000005,-87.2169444,20907.1428571429,971.4285714286,22.0714285714,5.8571428571,1991.820999985426,11.26,8,3.26,0.36222222200000004,128685,11428.507992895204
2522,68509,"Peoria, IL",266921,40.69361110000001,-89.58888890000001,1550.0,200.0,8.0,18.0,4804.5779999999995,6.96,7,-0.04,-0.005,108535,15594.1091954023
2532,68833,"Peru--LaSalle, IL",32048,41.327535,-89.128973,5566.666666666701,466.6666666667,12.666666666700001,7.333333333300001,235.01866666559843,1.48,2,-0.52,-0.173333333,13311,8993.918918918918
2535,68887,"Petaluma, CA",64078,38.2325,-122.6355556,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,220.009348464003,10.74,13,-2.26,-0.161428571,24010,2235.5679702048415
2542,69076,"Philadelphia, PA--NJ--DE--MD",5441567,39.9522222,-75.1641667,75000.0,300.0,255.0,4.0,21766.268,199.28,163,36.28,0.22121951199999998,2039023,10231.95002007226
2546,69184,"Phoenix--Mesa, AZ",3629114,33.4222222,-111.8219444,95000.0,300.0,332.5,8.5,30847.469,149.5,238,-88.5,-0.370292887,1353903,9056.207357859532
2547,69211,"Picayune, MS",16792,30.5252778,-89.67944440000002,2669.1666666667,750.0,4.3333333333,8.25,138.53400000000002,0.36,2,-1.64,-0.546666667,6654,18483.333333333336
2548,69238,"Picture Rocks, AZ",4345,32.345833299999995,-111.2455556,23490.7619047619,142.8571428571,40.5714285714,4.4504761905,19.3373190477225,3.08,4,-0.92,-0.184,1406,456.49350649350646
2556,69454,"Pine Bluff, AR",53495,34.2283333,-92.0030556,21125.0,500.0,44.0,3.75,200.60625,1.92,2,-0.08,-0.026666667,19438,10123.958333333334
2561,69517,"Pinehurst--Southern Pines, NC",36272,35.173888899999994,-79.3925,1200.0,400.0,3.0,6.0,217.632,4.06,4,0.06,0.012,16497,4063.300492610838
2564,69632,"Pittsboro, NC",3410,35.72,-79.1775,29750.0,300.0,100.5,7.0,23.87,1.3,2,-0.7,-0.233333333,1519,1168.4615384615383
2565,69643,"Pittsburg, KS",22918,37.4108333,-94.7047222,895.8,360.0,3.2,6.2,142.0916,1.1,1,0.1,0.05,9070,8245.454545454544
2567,69697,"Pittsburgh, PA",1733853,40.4405556,-79.9961111,115932.41176470599,905.8823529412,135.4705882353,7.1176470588,12340.953705841557,69.52,74,-4.48,-0.059733333,739068,10631.012658227848
2569,69778,"Pittsfield, MA",59124,42.45,-73.2458333,6766.666666666701,800.0,9.0,8.0,472.992,2.76,3,-0.24,-0.06,25462,9225.36231884058
2571,69832,"Placerville--Diamond Springs, CA",29700,38.6947222,-120.8138889,72659.7083333333,156.25,119.5,3.6733333333,109.09799999901,3.8,5,-1.2,-0.2,11433,3008.684210526316
2576,70102,"Platte City, MO",8958,39.3702778,-94.7822222,79200.0,1033.3333333333,85.0,5.1666666667,46.28300000029861,1.76,2,-0.24,-0.08,3563,2024.4318181818182
2578,70156,"Plattsburgh, NY",29438,44.6994444,-73.4533333,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143,227.09314285756338,4.64,5,-0.36,-0.06,12080,2603.4482758620693
2579,70183,"Plattsmouth, NE",6596,41.0113889,-95.8819444,900.0,200.0,5.0,6.0,39.576,0.62,1,-0.38,-0.19,2564,4135.483870967742
2581,70270,"Pleasant View, TN",3730,36.3941667,-87.0366667,39200.7692307692,476.9230769231,83.3846153846,3.7692307692,14.059230769116,2.16,3,-0.84,-0.21,1293,598.6111111111111
2584,70291,"Plymouth, IN",12498,41.3436111,-86.30972220000002,1316.6666666667,400.0,3.6666666667,6.666666666699999,83.32000000041658,0.74,1,-0.26,-0.13,4541,6136.486486486487
2586,70318,"Plymouth, NH",4959,43.7569444,-71.68861109999997,2300.0,200.0,12.0,4.0,19.836,1.46,2,-0.54,-0.18,1031,706.1643835616438
2603,70804,"Poplar Bluff, MO",20463,36.7569444,-90.3927778,3659.090909090901,636.3636363636,7.0,15.2727272727,312.5258181812601,0.86,2,-1.14,-0.38,8501,9884.883720930233
2604,70815,"Poplar-Cotton Center, CA",3158,36.0661111,-119.1419444,11370.125,800.0,14.625,4.5,14.211,0.68,1,-0.32,-0.16,775,1139.705882352941
2606,70939,"Port Angeles, WA",22863,48.1183333,-123.4294444,151865.05,142.5,261.0,6.6745,152.5990935,2.8,3,-0.2,-0.05,10063,3593.9285714285716
2607,70993,"Port Arthur, TX",153150,29.898611100000004,-93.9286111,7860.0,914.2857142857001,8.5714285714,2.8571428571,437.571428564865,3.66,4,-0.34,-0.068,54968,15018.579234972676
2608,71020,"Port Barre, LA",2570,30.56,-91.9538889,17577.058823529398,870.5882352941002,20.1176470588,5.1176470588,13.152352941116,0.32,2,-1.68,-0.56,962,3006.25
2610,71128,"Port Hadlock-Irondale, WA",4305,48.0422222,-122.7713889,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,27.623750000143495,0.16,7,-6.84,-0.855,1925,12031.25
2611,71155,"Port Huron, MI",87106,42.9708333,-82.425,77750.0,650.0,126.0,3.25,283.0945,1.84,2,-0.16,-0.053333333,35880,19500.0
2616,71479,"Port St. Lucie, FL",376047,27.273049,-80.358226,9913.75,500.0,20.0,5.5,2068.2585,8.04,7,1.04,0.13,148085,18418.53233830846
2617,71560,"Port Townsend, WA",8400,48.1172222,-122.7591667,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,53.900000000279995,3.82,6,-2.18,-0.311428571,4259,1114.9214659685865
2619,70858,"Portage, WI",10391,43.5391667,-89.4625,1625.0,600.0,3.5,5.5,57.1505,0.9,1,-0.1,-0.05,4021,4467.777777777777
2622,71074,"Porterville, CA",70272,36.0652778,-119.01583329999998,11370.125,800.0,14.625,4.5,316.22400000000005,1.1,1,0.1,0.05,20740,18854.545454545452
2624,71263,"Portland, ME",203914,43.6613889,-70.25583329999999,2300.0,200.0,12.0,4.0,815.656,16.52,18,-1.48,-0.077894737,88505,5357.445520581114
2626,71317,"Portland, OR--WA",1849898,45.5236111,-122.675,46783.5,1100.0,46.7,2.1,3884.7858,193.9,244,-50.1,-0.204489796,735791,3794.693140794224
2627,71344,"Portland, TN--KY",10869,36.5816667,-86.51638890000002,39200.7692307692,476.9230769231,83.3846153846,3.7692307692,40.9677692304348,1.42,2,-0.58,-0.193333333,3984,2805.6338028169016
2629,71506,"Portsmouth, NH--ME",88200,43.0716667,-70.7630556,266514.0,156.25,441.0625,8.63125,761.27625,11.0,10,1.0,0.090909091,39616,3601.4545454545455
2635,71722,"Potsdam, NY",9310,44.6697222,-74.9816667,500.0,400.0,1.0,1.0,9.31,1.84,2,-0.16,-0.053333333,2242,1218.4782608695652
2636,71749,"Pottstown, PA",107682,40.2452778,-75.65,16605.0,760.0,23.9,7.3,786.0786,8.74,6,2.74,0.391428571,41086,4700.915331807781
2638,71803,"Poughkeepsie--Newburgh, NY--NJ",423566,40.058324,-74.405661,19712.5,475.0,41.375,5.75,2435.5045,18.58,18,0.58,0.030526316,147233,7924.27341227126
2643,71938,"Prairie View, TX",5569,32.3427778,-99.8844444,3502.0833333333007,766.6666666666998,5.25,3.3333333333,18.5633333331477,0.74,1,-0.26,-0.13,891,1204.0540540540542
2656,72253,"Prince Frederick, MD",6357,39.4141667,-77.4108333,5187.0,560.0,9.2,10.2,64.8414,0.86,1,-0.14,-0.07,2433,2829.0697674418607
2661,72370,"Princeton, MN",4942,45.57,-93.5813889,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005,30.201111111056203,0.76,1,-0.24,-0.12,2114,2781.578947368421
2662,72410,"Princeville, HI",2653,22.2236111,-159.4852778,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,9.1089734616405,1.42,2,-0.58,-0.193333333,1042,733.8028169014085
2664,72505,"Providence, RI--MA",1190956,41.8238889,-71.4133333,19200.0,500.0,42.25,3.25,3870.6069999999995,64.32,71,-6.68,-0.092777778,465355,7234.996890547264
2666,72559,"Provo--Orem, UT",482819,40.2969444,-111.6938889,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999,3218.793333349427,12.94,10,2.94,0.267272727,133706,10332.766615146831
2668,72613,"Pueblo, CO",136550,38.2544444,-104.6086111,3698.3333333333003,466.6666666667,8.5833333333,5.25,716.8875,4.84,3,1.84,0.46,54657,11292.768595041323
2670,72667,"Pulaski, TN",7741,35.19972220000001,-87.0308333,2712.5,700.0,4.5,14.75,114.17975,3.2,5,-1.8,-0.3,3361,1050.3125
2671,72694,"Pulaski, VA",16066,37.0477778,-80.78,4595.0,600.0,8.0,5.0,80.33,0.32,1,-0.68,-0.34,6908,21587.5
2676,72856,"Purcellville, VA",11951,39.1366667,-77.715,2500.0,200.0,12.5,9.0,107.559,1.22,1,0.22,0.11,3615,2963.1147540983607
2684,73153,"Racine, WI",133700,42.7261111,-87.78277779999998,37083.0625,156.25,60.8125,3.4378125,459.63553125,3.96,3,0.96,0.24,51945,13117.424242424242
2686,73261,"Raleigh, NC",884891,35.77194439999999,-78.63888890000001,50100.0,400.0,115.5,11.5,10176.2465,69.94,80,-10.06,-0.124197531,342010,4890.04861309694
2687,73288,"Ramona, CA",25913,33.0416667,-116.8672222,62375.0,300.0,212.0,7.5,194.3475,1.68,1,0.68,0.34,8561,5095.833333333334
2692,73396,"Rapid City, SD",81251,44.0805556,-103.2305556,7765.714285714301,1028.5714285714,9.0,8.4285714286,684.8298571451786,2.94,3,-0.06,-0.015,32874,11181.632653061224
2695,73477,"Ravena, NY",5358,42.4683333,-73.8166667,21228.888888888898,555.5555555556,41.8888888889,5.4444444444,29.1713333330952,0.64,1,-0.36,-0.18,2168,3387.5
2703,73693,"Reading, PA",266254,40.335555600000006,-75.9272222,16605.0,760.0,23.9,7.3,1943.6542000000002,5.2,5,0.2,0.033333333,100221,19273.26923076923
2706,73828,"Red Hook, NY",6661,41.995,-73.8758333,6766.666666666701,800.0,9.0,8.0,53.288,0.84,1,-0.16,-0.08,2257,2686.904761904762
2709,73963,"Red Wing, MN",14367,44.5625,-92.5336111,1702.8571428572,600.0,3.1428571429,7.4285714286,106.7262857146962,0.78,1,-0.22,-0.11,6032,7733.333333333333
2710,73774,"Redding, CA",117731,40.5866667,-122.39055559999998,3151.0,300.0,10.5,4.0,470.924,3.0,3,0.0,0.0,45856,15285.333333333334
2711,73882,"Redmond, OR",27685,44.2727778,-121.1727778,46783.5,1100.0,46.7,2.1,58.1385,1.4,1,0.4,0.2,10853,7752.142857142858
2715,74098,"Reedsport, OR",4487,43.7025,-124.09555559999998,600.0,200.0,3.0,4.0,17.948,0.76,1,-0.24,-0.12,1939,2551.315789473684
2718,74152,"Reidsville, NC",14067,36.3547222,-79.6647222,2500.0,200.0,13.0,10.0,140.67000000000002,1.38,2,-0.62,-0.206666667,6043,4378.985507246377
2719,74179,"Reno, NV--CA",392141,39.5297222,-119.8127778,20514.8125,156.25,33.5,6.166875,2418.284529375,17.3,19,-1.7,-0.085,151623,8764.335260115606
2724,74341,"Rhinelander, WI",9010,45.6366667,-89.4119444,20160.3125,937.5,23.5625,6.4375,58.001875,0.82,1,-0.18,-0.09,3999,4876.829268292683
2728,74557,"Richland Center, WI",5021,43.3347222,-90.3866667,1200.0,200.0,6.0,8.0,40.168,0.52,1,-0.48,-0.24,2190,4211.538461538461
2732,74665,"Richmond, KY",35540,37.7477778,-84.29472220000002,750.0,200.0,4.0,9.0,319.86,2.66,2,0.66,0.22,14081,5293.60902255639
2735,74746,"Richmond, VA",953556,37.55361110000001,-77.46055559999998,20033.75,500.0,41.25,4.0833333333,3893.686999968215,48.2,41,7.2,0.171428571,367580,7626.141078838174
2738,74840,"Ridgefield, WA",4259,45.8152778,-122.7413889,46783.5,1100.0,46.7,2.1,8.943900000000001,0.44,4,-3.56,-0.7120000000000001,1503,3415.909090909091
2741,74935,"Rifle, CO",10479,39.5347222,-107.7825,950.0,200.0,4.5,9.5,99.5505,0.78,1,-0.22,-0.11,3623,4644.871794871795
2742,74962,"Rigby, ID",8729,43.6725,-111.9141667,630.0,300.0,2.0,6.0,52.373999999999995,0.3,2,-1.7,-0.566666667,2643,8810.0
2747,75080,"Rio Hondo, TX",4423,29.3472222,-99.1411111,29200.28125,156.25,47.78125,2.4753125,10.9483071875,0.76,1,-0.24,-0.12,1468,1931.578947368421
2749,75097,"Rio Vista, CA",7097,33.2,-117.2416667,62375.0,300.0,212.0,7.5,53.227500000000006,0.48,1,-0.52,-0.26,3457,7202.083333333334
2753,75205,"Ripon, WI",7930,43.8422222,-88.8358333,153087.5,500.0,315.375,4.25,33.7025,0.04,1,-0.96,-0.48,3069,76725.0
2754,75286,"River Falls, WI",15351,44.8613889,-92.6236111,22930.0,200.0,114.6666666667,4.6666666667,71.63800000051171,1.22,1,0.22,0.11,5394,4421.311475409836
2756,75340,"Riverside--San Bernardino, CA",1932666,34.1083333,-117.2888889,29980.0,560.0,79.2,2.2,4251.8652,68.26,68,0.26,0.0037681159999999997,547347,8018.561382947553
2758,75448,"Roanoke Rapids, NC",24450,36.4613889,-77.6544444,3197.1428571428996,742.8571428571,4.4285714286,6.4285714286,157.17857142927,0.68,2,-1.32,-0.44,9780,14382.35294117647
2759,75394,"Roanoke, AL",4275,33.1511111,-85.37222220000002,2750.0,500.0,6.25,7.5,32.0625,0.7,1,-0.3,-0.15,1641,2344.285714285714
2760,75421,"Roanoke, VA",210111,37.2708333,-79.9416667,8490.277777777801,744.4444444444,12.6111111111,4.5555555556,957.1723333426715,7.46,8,-0.54,-0.06,88663,11885.120643431635
2767,75637,"Rochester, MN",107677,44.0216667,-92.4697222,1702.8571428572,600.0,3.1428571429,7.4285714286,799.8862857173622,7.2,6,1.2,0.171428571,43602,6055.833333333333
2768,75664,"Rochester, NY",720572,43.1547222,-77.61583329999998,35908.3333333333,733.3333333333002,51.0,5.833333333300001,4203.336666642648,27.9,28,-0.1,-0.0034482759999999997,290460,10410.752688172044
2769,75745,"Rock Hill, SC",104996,34.9247222,-81.0252778,1053.8461538462,476.9230769231,2.5384615385,4.6153846154,484.5969230785384,7.4,10,-2.6,-0.23636363600000002,40593,5485.54054054054
2773,75718,"Rockford, IL",296863,42.27111110000001,-89.09388890000002,8437.5,575.0,17.125,6.125,1818.285875,4.68,4,0.68,0.136,112431,24023.71794871795
2775,75772,"Rockingham--Hamlet, NC",25404,34.8847222,-79.6944444,1350.0,300.0,5.0,7.0,177.828,0.32,2,-1.68,-0.56,9911,30971.875
2786,76123,"Rolla, MO",20160,37.9513889,-91.77111109999998,2653.8461538461997,676.9230769231,4.3846153846,8.8461538462,178.338461539392,1.08,2,-0.92,-0.306666667,7290,6750.0
2787,76177,"Romancoke, MD",3538,38.88111110000001,-76.3366667,122361.3125,156.25,205.6875,8.914375,31.53905875,1.3,1,0.3,0.15,1180,907.6923076923076
2788,76204,"Rome, GA",60851,34.256944399999995,-85.1647222,2835.5263157895,884.2105263158,3.7368421053,3.9473684211,240.2013157923561,2.1,2,0.1,0.033333333,21729,10347.142857142857
2789,76231,"Rome, NY",33428,43.2127778,-75.45611109999999,2875.0,600.0,5.5,10.5,350.99399999999997,4.26,5,-0.74,-0.123333333,13347,3133.098591549296
2794,76339,"Roseburg, OR",41700,43.21666670000001,-123.3405556,600.0,200.0,3.0,4.0,166.8,2.04,2,0.04,0.013333333000000001,17768,8709.803921568628
2796,76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",290373,43.78444,-88.787868,153087.5,500.0,315.375,4.25,1234.0852499999999,14.82,16,-1.18,-0.069411765,102387,6908.704453441295
2814,76933,"Russellville, AR",32733,35.2783333,-93.1336111,1600.0,720.0,2.4,3.0,98.19899999999998,2.08,1,1.08,0.54,11795,5670.673076923077
2817,77014,"Rutland, VT",19840,43.61055560000001,-72.9730556,3450.0,300.0,12.5,10.5,208.32,2.58,3,-0.42,-0.105,8639,3348.4496124031007
2820,77068,"Sacramento, CA",1723634,38.5816667,-121.4933333,72659.7083333333,156.25,119.5,3.6733333333,6331.482226609212,105.64,126,-20.36,-0.160314961,633379,5995.636122680803
